Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Tag: RFP 01 - Synthetic request category 01,Tag: RFP 02 - Synthetic request category 02,Tag: RFP 03 - Synthetic request category 03,Tag: RFP 04 - Synthetic request category 04,Tag: RFP 05 - Synthetic request category 05,Tag: RFP 06 - Synthetic request category 06,Tag: RFP 07 - Synthetic request category 07,Tag: RFP 08 - Synthetic request category 08,Tag: RFP 09 - Synthetic request category 09,Tag: RFP 10 - Synthetic request category 10,Tag: RFP 11 - Synthetic request category 11,Tag: RFP 12 - Synthetic request category 12
SYNEWPLD024-0001177,SYNEWPLD024-0001177,,,,,,,Yes,,,,,
SYNEWPLD024-0001181,SYNEWPLD024-0001182,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0001185,SYNEWPLD024-0001187,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0001189,SYNEWPLD024-0001189,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0001193,SYNEWPLD024-0001194,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0001197,SYNEWPLD024-0001199,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0001201,SYNEWPLD024-0001201,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0001205,SYNEWPLD024-0001206,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0001209,SYNEWPLD024-0001211,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0001213,SYNEWPLD024-0001213,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0001217,SYNEWPLD024-0001218,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0001221,SYNEWPLD024-0001223,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0001225,SYNEWPLD024-0001225,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0001229,SYNEWPLD024-0001230,,,,,,,,Yes,,,,
SYNEWPLD024-0001233,SYNEWPLD024-0001235,,,,,,,,,Yes,,,
SYNEWPLD024-0001237,SYNEWPLD024-0001237,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0001241,SYNEWPLD024-0001242,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0001245,SYNEWPLD024-0001247,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0001249,SYNEWPLD024-0001249,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0001253,SYNEWPLD024-0001254,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0001257,SYNEWPLD024-0001259,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0001261,SYNEWPLD024-0001261,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0001265,SYNEWPLD024-0001266,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0001269,SYNEWPLD024-0001271,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0001273,SYNEWPLD024-0001273,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0001277,SYNEWPLD024-0001278,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0001281,SYNEWPLD024-0001283,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0001285,SYNEWPLD024-0001285,,,,,,,,,,Yes,,
SYNEWPLD024-0001289,SYNEWPLD024-0001290,,,,,,,,,,,Yes,
SYNEWPLD024-0001293,SYNEWPLD024-0001295,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0001297,SYNEWPLD024-0001297,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0001301,SYNEWPLD024-0001302,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0001305,SYNEWPLD024-0001307,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0001309,SYNEWPLD024-0001309,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0001313,SYNEWPLD024-0001314,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0001317,SYNEWPLD024-0001319,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0001321,SYNEWPLD024-0001321,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0001325,SYNEWPLD024-0001326,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0001329,SYNEWPLD024-0001331,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0001333,SYNEWPLD024-0001333,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0001337,SYNEWPLD024-0001338,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0001341,SYNEWPLD024-0001343,,,,,,,,,,,,Yes
SYNEWPLD024-0001345,SYNEWPLD024-0001345,Yes,,,,,,,,,,,
SYNEWPLD024-0001349,SYNEWPLD024-0001350,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0001353,SYNEWPLD024-0001355,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0001357,SYNEWPLD024-0001357,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0001361,SYNEWPLD024-0001362,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0001365,SYNEWPLD024-0001367,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0001369,SYNEWPLD024-0001369,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0001373,SYNEWPLD024-0001374,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0001377,SYNEWPLD024-0001379,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0001381,SYNEWPLD024-0001381,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0001385,SYNEWPLD024-0001386,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0001389,SYNEWPLD024-0001391,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0001393,SYNEWPLD024-0001393,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0001397,SYNEWPLD024-0001398,,Yes,,,,,,,,,,
SYNEWPLD024-0001401,SYNEWPLD024-0001403,,,Yes,,,,,,,,,
SYNEWPLD024-0001405,SYNEWPLD024-0001405,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0001409,SYNEWPLD024-0001410,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0001413,SYNEWPLD024-0001415,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0001417,SYNEWPLD024-0001417,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0001421,SYNEWPLD024-0001422,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0001425,SYNEWPLD024-0001427,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0001429,SYNEWPLD024-0001429,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0001433,SYNEWPLD024-0001434,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0001437,SYNEWPLD024-0001439,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0001441,SYNEWPLD024-0001441,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0001445,SYNEWPLD024-0001446,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0001449,SYNEWPLD024-0001451,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0001453,SYNEWPLD024-0001453,,,,Yes,,,,,,,,
SYNEWPLD024-0001457,SYNEWPLD024-0001458,,,,,Yes,,,,,,,
SYNEWPLD024-0001461,SYNEWPLD024-0001463,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0001465,SYNEWPLD024-0001465,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0001469,SYNEWPLD024-0001470,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0001473,SYNEWPLD024-0001475,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0001477,SYNEWPLD024-0001477,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0001481,SYNEWPLD024-0001482,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0001485,SYNEWPLD024-0001487,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0001489,SYNEWPLD024-0001489,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0001493,SYNEWPLD024-0001494,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0001497,SYNEWPLD024-0001499,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0001501,SYNEWPLD024-0001501,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0001505,SYNEWPLD024-0001506,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0001509,SYNEWPLD024-0001511,,,,,,Yes,,,,,,
SYNEWPLD024-0001513,SYNEWPLD024-0001513,,,,,,,Yes,,,,,
SYNEWPLD024-0001517,SYNEWPLD024-0001518,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0001521,SYNEWPLD024-0001523,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0001525,SYNEWPLD024-0001525,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0001529,SYNEWPLD024-0001530,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0001533,SYNEWPLD024-0001535,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0001537,SYNEWPLD024-0001537,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0001541,SYNEWPLD024-0001542,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0001545,SYNEWPLD024-0001547,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0001549,SYNEWPLD024-0001549,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0001553,SYNEWPLD024-0001554,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0001557,SYNEWPLD024-0001559,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0001561,SYNEWPLD024-0001561,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0001565,SYNEWPLD024-0001566,,,,,,,,Yes,,,,
SYNEWPLD024-0001569,SYNEWPLD024-0001571,,,,,,,,,Yes,,,
SYNEWPLD024-0001573,SYNEWPLD024-0001573,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0001577,SYNEWPLD024-0001578,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0001581,SYNEWPLD024-0001583,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0001585,SYNEWPLD024-0001585,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0001589,SYNEWPLD024-0001590,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0001593,SYNEWPLD024-0001595,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0001597,SYNEWPLD024-0001597,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0001601,SYNEWPLD024-0001602,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0001605,SYNEWPLD024-0001607,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0001609,SYNEWPLD024-0001609,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0001613,SYNEWPLD024-0001614,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0001617,SYNEWPLD024-0001619,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0001621,SYNEWPLD024-0001621,,,,,,,,,,Yes,,
SYNEWPLD024-0001625,SYNEWPLD024-0001626,,,,,,,,,,,Yes,
SYNEWPLD024-0001629,SYNEWPLD024-0001631,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0001633,SYNEWPLD024-0001633,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0001637,SYNEWPLD024-0001638,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0001641,SYNEWPLD024-0001643,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0001645,SYNEWPLD024-0001645,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0001649,SYNEWPLD024-0001650,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0001653,SYNEWPLD024-0001655,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0001657,SYNEWPLD024-0001657,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0001661,SYNEWPLD024-0001662,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0001665,SYNEWPLD024-0001667,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0001669,SYNEWPLD024-0001669,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0001673,SYNEWPLD024-0001674,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0001677,SYNEWPLD024-0001679,,,,,,,,,,,,Yes
SYNEWPLD024-0001681,SYNEWPLD024-0001681,Yes,,,,,,,,,,,
SYNEWPLD024-0001685,SYNEWPLD024-0001686,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0001689,SYNEWPLD024-0001691,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0001693,SYNEWPLD024-0001693,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0001697,SYNEWPLD024-0001698,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0001701,SYNEWPLD024-0001703,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0001705,SYNEWPLD024-0001705,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0001709,SYNEWPLD024-0001710,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0001713,SYNEWPLD024-0001715,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0001717,SYNEWPLD024-0001717,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0001721,SYNEWPLD024-0001722,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0001725,SYNEWPLD024-0001727,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0001729,SYNEWPLD024-0001729,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0001733,SYNEWPLD024-0001734,,Yes,,,,,,,,,,
SYNEWPLD024-0001737,SYNEWPLD024-0001739,,,Yes,,,,,,,,,
SYNEWPLD024-0001741,SYNEWPLD024-0001741,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0001745,SYNEWPLD024-0001746,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0001749,SYNEWPLD024-0001751,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0001753,SYNEWPLD024-0001753,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0001757,SYNEWPLD024-0001758,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0001761,SYNEWPLD024-0001763,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0001765,SYNEWPLD024-0001765,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0001769,SYNEWPLD024-0001770,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0001773,SYNEWPLD024-0001775,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0001777,SYNEWPLD024-0001777,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0001781,SYNEWPLD024-0001782,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0001785,SYNEWPLD024-0001787,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0001789,SYNEWPLD024-0001789,,,,Yes,,,,,,,,
SYNEWPLD024-0001793,SYNEWPLD024-0001794,,,,,Yes,,,,,,,
SYNEWPLD024-0001797,SYNEWPLD024-0001799,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0001801,SYNEWPLD024-0001801,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0001805,SYNEWPLD024-0001806,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0001809,SYNEWPLD024-0001811,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0001813,SYNEWPLD024-0001813,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0001817,SYNEWPLD024-0001818,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0001821,SYNEWPLD024-0001823,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0001825,SYNEWPLD024-0001825,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0001829,SYNEWPLD024-0001830,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0001833,SYNEWPLD024-0001835,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0001837,SYNEWPLD024-0001837,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0001841,SYNEWPLD024-0001842,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0001845,SYNEWPLD024-0001847,,,,,,Yes,,,,,,
SYNEWPLD024-0001849,SYNEWPLD024-0001849,,,,,,,Yes,,,,,
SYNEWPLD024-0001853,SYNEWPLD024-0001854,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0001857,SYNEWPLD024-0001859,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0001861,SYNEWPLD024-0001861,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0001865,SYNEWPLD024-0001866,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0001869,SYNEWPLD024-0001871,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0001873,SYNEWPLD024-0001873,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0001877,SYNEWPLD024-0001878,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0001881,SYNEWPLD024-0001883,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0001885,SYNEWPLD024-0001885,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0001889,SYNEWPLD024-0001890,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0001893,SYNEWPLD024-0001895,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0001897,SYNEWPLD024-0001897,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0001901,SYNEWPLD024-0001902,,,,,,,,Yes,,,,
SYNEWPLD024-0001905,SYNEWPLD024-0001907,,,,,,,,,Yes,,,
SYNEWPLD024-0001909,SYNEWPLD024-0001909,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0001913,SYNEWPLD024-0001914,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0001917,SYNEWPLD024-0001919,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0001921,SYNEWPLD024-0001921,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0001925,SYNEWPLD024-0001926,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0001929,SYNEWPLD024-0001931,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0001933,SYNEWPLD024-0001933,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0001937,SYNEWPLD024-0001938,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0001941,SYNEWPLD024-0001943,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0001945,SYNEWPLD024-0001945,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0001949,SYNEWPLD024-0001950,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0001953,SYNEWPLD024-0001955,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0001957,SYNEWPLD024-0001957,,,,,,,,,,Yes,,
SYNEWPLD024-0001961,SYNEWPLD024-0001962,,,,,,,,,,,Yes,
SYNEWPLD024-0001965,SYNEWPLD024-0001967,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0001969,SYNEWPLD024-0001969,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0001973,SYNEWPLD024-0001974,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0001977,SYNEWPLD024-0001979,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0001981,SYNEWPLD024-0001981,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0001985,SYNEWPLD024-0001986,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0001989,SYNEWPLD024-0001991,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0001993,SYNEWPLD024-0001993,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0001997,SYNEWPLD024-0001998,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0002001,SYNEWPLD024-0002003,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0002005,SYNEWPLD024-0002005,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0002009,SYNEWPLD024-0002010,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0002013,SYNEWPLD024-0002015,,,,,,,,,,,,Yes
SYNEWPLD024-0002017,SYNEWPLD024-0002017,Yes,,,,,,,,,,,
SYNEWPLD024-0002021,SYNEWPLD024-0002022,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0002025,SYNEWPLD024-0002027,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0002029,SYNEWPLD024-0002029,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0002033,SYNEWPLD024-0002034,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0002037,SYNEWPLD024-0002039,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0002041,SYNEWPLD024-0002041,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0002045,SYNEWPLD024-0002046,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0002049,SYNEWPLD024-0002051,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0002053,SYNEWPLD024-0002053,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0002057,SYNEWPLD024-0002058,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0002061,SYNEWPLD024-0002063,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0002065,SYNEWPLD024-0002065,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0002069,SYNEWPLD024-0002070,,Yes,,,,,,,,,,
SYNEWPLD024-0002073,SYNEWPLD024-0002075,,,Yes,,,,,,,,,
SYNEWPLD024-0002077,SYNEWPLD024-0002077,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0002081,SYNEWPLD024-0002082,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0002085,SYNEWPLD024-0002087,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0002089,SYNEWPLD024-0002089,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0002093,SYNEWPLD024-0002094,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0002097,SYNEWPLD024-0002099,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0002101,SYNEWPLD024-0002101,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0002105,SYNEWPLD024-0002106,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0002109,SYNEWPLD024-0002111,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0002113,SYNEWPLD024-0002113,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0002117,SYNEWPLD024-0002118,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0002121,SYNEWPLD024-0002123,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0002125,SYNEWPLD024-0002125,,,,Yes,,,,,,,,
SYNEWPLD024-0002129,SYNEWPLD024-0002130,,,,,Yes,,,,,,,
SYNEWPLD024-0002133,SYNEWPLD024-0002135,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0002137,SYNEWPLD024-0002137,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0002141,SYNEWPLD024-0002142,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0002145,SYNEWPLD024-0002147,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0002149,SYNEWPLD024-0002149,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0002153,SYNEWPLD024-0002154,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0002157,SYNEWPLD024-0002159,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0002161,SYNEWPLD024-0002161,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0002165,SYNEWPLD024-0002166,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0002169,SYNEWPLD024-0002171,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0002173,SYNEWPLD024-0002173,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0002177,SYNEWPLD024-0002178,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0002181,SYNEWPLD024-0002183,,,,,,Yes,,,,,,
SYNEWPLD024-0002185,SYNEWPLD024-0002185,,,,,,,Yes,,,,,
SYNEWPLD024-0002189,SYNEWPLD024-0002190,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0002193,SYNEWPLD024-0002195,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0002197,SYNEWPLD024-0002197,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0002201,SYNEWPLD024-0002202,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0002205,SYNEWPLD024-0002207,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0002209,SYNEWPLD024-0002209,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0002213,SYNEWPLD024-0002214,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0002217,SYNEWPLD024-0002219,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0002221,SYNEWPLD024-0002221,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0002225,SYNEWPLD024-0002226,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0002229,SYNEWPLD024-0002231,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0002233,SYNEWPLD024-0002233,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0002237,SYNEWPLD024-0002238,,,,,,,,Yes,,,,
SYNEWPLD024-0002241,SYNEWPLD024-0002243,,,,,,,,,Yes,,,
SYNEWPLD024-0002245,SYNEWPLD024-0002245,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0002249,SYNEWPLD024-0002250,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0002253,SYNEWPLD024-0002255,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0002257,SYNEWPLD024-0002257,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0002261,SYNEWPLD024-0002262,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0002265,SYNEWPLD024-0002267,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0002269,SYNEWPLD024-0002269,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0002273,SYNEWPLD024-0002274,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0002277,SYNEWPLD024-0002279,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0002281,SYNEWPLD024-0002281,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0002285,SYNEWPLD024-0002286,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0002289,SYNEWPLD024-0002291,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0002293,SYNEWPLD024-0002293,,,,,,,,,,Yes,,
SYNEWPLD024-0002297,SYNEWPLD024-0002298,,,,,,,,,,,Yes,
SYNEWPLD024-0002301,SYNEWPLD024-0002303,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0002305,SYNEWPLD024-0002305,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0002309,SYNEWPLD024-0002310,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0002313,SYNEWPLD024-0002315,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0002317,SYNEWPLD024-0002317,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0002321,SYNEWPLD024-0002322,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0002325,SYNEWPLD024-0002327,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0002329,SYNEWPLD024-0002329,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0002333,SYNEWPLD024-0002334,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0002337,SYNEWPLD024-0002339,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0002341,SYNEWPLD024-0002341,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0002345,SYNEWPLD024-0002346,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0002349,SYNEWPLD024-0002351,,,,,,,,,,,,Yes
SYNEWPLD024-0002353,SYNEWPLD024-0002353,Yes,,,,,,,,,,,
SYNEWPLD024-0002357,SYNEWPLD024-0002358,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0002361,SYNEWPLD024-0002363,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0002365,SYNEWPLD024-0002365,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0002369,SYNEWPLD024-0002370,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0002373,SYNEWPLD024-0002375,Yes,,,,,Yes,,,,,,
